Recall,Precision
1.0,0.28947286965673075
1.0,0.28948183000061906
1.0,0.2894907908992416
1.0,0.28949975235264985
1.0,0.28950871436089526
1.0,0.28951767692402947
1.0,0.28952664004210393
1.0,0.2895356037151703
1.0,0.28954456794328
1.0,0.2895535327264846
1.0,0.28956249806483575
1.0,0.28957146395838496
1.0,0.2895804304071838
1.0,0.2895893974112838
1.0,0.2895983649707367
1.0,0.28960733308559394
1.0,0.28961630175590725
1.0,0.2896252709817281
1.0,0.2896342407631082
1.0,0.2896432111000991
1.0,0.2896521819927525
1.0,0.28966115344112
1.0,0.2896701254452532
1.0,0.2896790980052038
1.0,0.28968807112102346
1.0,0.28969704479276376
1.0,0.28970601902047644
1.0,0.2897149938042131
1.0,0.28972396914402554
1.0,0.28973294503996533
1.0,0.28974192149208416
1.0,0.2897508985004338
1.0,0.2897598760650658
1.0,0.2897688541860321
1.0,0.28977783286338427
1.0,0.289786812097174
1.0,0.28979579188745314
1.0,0.2898047722342733
1.0,0.2898137531376863
1.0,0.2898227345977439
1.0,0.2898317166144978
1.0,0.28984069918799976
1.0,0.28984968231830155
1.0,0.289858666005455
1.0,0.28986765024951183
1.0,0.28987663505052386
1.0,0.2898856204085428
1.0,0.2898946063236206
1.0,0.2899035927958089
1.0,0.28991257982515967
1.0,0.2899215674117246
1.0,0.2899305555555556
1.0,0.2899395442567044
1.0,0.28994853351522293
1.0,0.289957523331163
1.0,0.28996651370457643
1.0,0.2899755046355152
1.0,0.289984496124031
1.0,0.28999348817017584
1.0,0.2900024807740015
1.0,0.29001147393555987
1.0,0.2900204676549029
1.0,0.2900294619320825
1.0,0.29003845676715045
1.0,0.2900474521601588
1.0,0.2900564481111594
1.0,0.29006544462020406
1.0,0.2900744416873449
1.0,0.29008343931263375
1.0,0.29009243749612257
1.0,0.29010143623786333
1.0,0.29011043553790794
1.0,0.29011943539630836
1.0,0.2901284358131166
1.0,0.29013743678838455
1.0,0.2901464383221643
1.0,0.29015544041450775
1.0,0.29016444306546696
1.0,0.29017344627509384
1.0,0.2901824500434405
1.0,0.2901914543705588
1.0,0.29020045925650095
1.0,0.29020946470131886
1.0,0.29021847070506457
1.0,0.2902274772677901
1.0,0.2902364843895475
1.0,0.29024549207038886
1.0,0.29025450031036626
1.0,0.29026350910953164
1.0,0.29027251846793717
1.0,0.2902815283856349
1.0,0.2902905388626769
1.0,0.29029954989911533
1.0,0.29030856149500217
1.0,0.29031757365038957
1.0,0.2903265863653297
1.0,0.2903355996398746
1.0,0.29034461347407636
1.0,0.2903536278679872
1.0,0.2903626428216592
1.0,0.29037165833514456
1.0,0.2903806744084953
1.0,0.2903896910417637
1.0,0.29039870823500186
1.0,0.290407725988262
1.0,0.2904167443015962
1.0,0.2904257631750567
1.0,0.29043478260869565
1.0,0.2904438026025653
1.0,0.29045282315671783
1.0,0.2904618442712054
1.0,0.29047086594608024
1.0,0.29047988818139464
1.0,0.2904889109772007
1.0,0.29049793433355076
1.0,0.290506958250497
1.0,0.2905159827280917
1.0,0.29052500776638707
1.0,0.2905340333654354
1.0,0.2905430595252889
1.0,0.29055208624599993
1.0,0.2905611135276207
1.0,0.29057014137020354
1.0,0.29057916977380066
1.0,0.2905881987384644
1.0,0.2905972282642471
1.0,0.290606258351201
1.0,0.2906152889993785
1.0,0.29062432020883183
1.0,0.2906333519796134
1.0,0.29064238431177547
1.0,0.29065141720537047
1.0,0.29066045066045065
1.0,0.29066948467706843
1.0,0.29067851925527616
1.0,0.2906875543951262
1.0,0.2906965900966709
1.0,0.2907056263599627
1.0,0.29071466318505396
1.0,0.29072370057199703
1.0,0.29073273852084436
1.0,0.29074177703164833
1.0,0.29075081610446135
1.0,0.2907598557393359
1.0,0.2907688959363243
1.0,0.29077793669547913
1.0,0.2907869780168527
1.0,0.2907960199004975
1.0,0.29080506234646597
1.0,0.2908141053548106
1.0,0.29082314892558386
1.0,0.2908321930588382
1.0,0.290841237754626
0.9998930710008554,0.29081918268333645
0.9998930710008554,0.2908282275370883
0.9998930710008554,0.290837272953471
0.9998930710008554,0.2908463189325371
0.9998930710008554,0.29085536547433904
0.9998930710008554,0.29086441257892937
0.9998930710008554,0.29087346024636057
0.9998930710008554,0.29088250847668523
0.9998930710008554,0.2908915572699558
